https://martinn1996.github.io/CrowdComputing-2/#/task2	vl9LQ3		10.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec5b4ed7fc4b20207a1f	0001772c4a--60b4ec5b4ed7fc4b20207a1f	a9562ec396ca24efbe46ce34bf3ebeb1	APPROVED	2021-05-31T14:02:03.279
https://martinn1996.github.io/CrowdComputing-2/#/task2	wP57c3		180.0	3.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec5ef04be91239b12d52	0001772c4a--60b4ec5ef04be91239b12d52	3d3b46fa4786a655f01f123060464aa3	APPROVED	2021-05-31T14:02:06.258
https://martinn1996.github.io/CrowdComputing-2/#/task2	ivye93	Toloka the best online earning app	30.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec615b1dca780f482d58	0001772c4a--60b4ec615b1dca780f482d58	f5afeb4d13317dfe1d52432820d3dbc6	APPROVED	2021-05-31T14:02:09.388
https://martinn1996.github.io/CrowdComputing-2/#/task2	4LWxF3		60.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6190611f409daa7ab4	0001772c4a--60b4ec6190611f409daa7ab4	fb3c9719fb181038a41bebab013e6f29	APPROVED	2021-05-31T14:02:09.896
https://martinn1996.github.io/CrowdComputing-2/#/task2	nWOym3		4.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec635479ec2431c943fd	0001772c4a--60b4ec635479ec2431c943fd	ad65eaf325b27723762d58f17de9866d	APPROVED	2021-05-31T14:02:11.975
https://martinn1996.github.io/CrowdComputing-2/#/task2	oepQM3		111.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6390611f409daa7acd	0001772c4a--60b4ec6390611f409daa7acd	a452e450f913cfe653eea58d50393718	APPROVED	2021-05-31T14:02:11.226
https://martinn1996.github.io/CrowdComputing-2/#/task2	kLL4X3		20.0	1.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec654807920b971c7195	0001772c4a--60b4ec654807920b971c7195	da7bc8c2a4cd15c553b9ea2fc0108282	APPROVED	2021-05-31T14:02:13.697
https://martinn1996.github.io/CrowdComputing-2/#/task2	LIBPV3		20.0	3.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec65a011b8712be84114	0001772c4a--60b4ec65a011b8712be84114	34b32a0b06ebe478f354f40ca220c58f	APPROVED	2021-05-31T14:02:13.508
https://martinn1996.github.io/CrowdComputing-2/#/task2	KUZne3		10.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec678233b3359fe3bf63	0001772c4a--60b4ec678233b3359fe3bf63	d4779d1c90c240be834ee991b6a8db78	APPROVED	2021-05-31T14:02:15.852
https://martinn1996.github.io/CrowdComputing-2/#/task2	wO3Jm3		15.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec68bd1df172d9f3fbae	0001772c4a--60b4ec68bd1df172d9f3fbae	768e101bee4d4e43bd1bb41d3acb31fa	APPROVED	2021-05-31T14:02:16.520
https://martinn1996.github.io/CrowdComputing-2/#/task2	HMMKU3		50.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6a2d5a6f4eb6401275	0001772c4a--60b4ec6a2d5a6f4eb6401275	d0c7d5ebb23caafe5489b6402d9cb349	APPROVED	2021-05-31T14:02:18.043
https://martinn1996.github.io/CrowdComputing-2/#/task2	PBMZU3		25.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6a93c6764cd93215e5	0001772c4a--60b4ec6a93c6764cd93215e5	e992c070401e1b2c57f6ab520bb124b8	APPROVED	2021-05-31T14:02:18.561
https://martinn1996.github.io/CrowdComputing-2/#/task2	mLOBs3		5.0	3.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6b93c6764cd9321612	0001772c4a--60b4ec6b93c6764cd9321612	6d48948df2e62762874717619fd526e0	APPROVED	2021-05-31T14:02:19.876
https://martinn1996.github.io/CrowdComputing-2/#/task2	RJ9AF3		10.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6d13652b59c5bdc627	0001772c4a--60b4ec6d13652b59c5bdc627	ab9232427636c3cbe72a2b4f3c0c42bd	APPROVED	2021-05-31T14:02:21.268
https://martinn1996.github.io/CrowdComputing-2/#/task2	30S6L3		60.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6dbd1df172d9f3fc24	0001772c4a--60b4ec6dbd1df172d9f3fc24	0c3e7921b19edfa54f9be06f9995da53	APPROVED	2021-05-31T14:02:21.669
https://martinn1996.github.io/CrowdComputing-2/#/task2	eF9jP3		2.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6e5dd8c2787aec5e75	0001772c4a--60b4ec6e5dd8c2787aec5e75	e0fdf14a958ecb221b1ea5f1d3a5fb6b	APPROVED	2021-05-31T14:02:22.416
https://martinn1996.github.io/CrowdComputing-2/#/task2	TeuRi3		60.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec6ed01f0c030103aae0	0001772c4a--60b4ec6ed01f0c030103aae0	40e895d27fac63c782666e108b14d4ce	APPROVED	2021-05-31T14:02:22.225
https://martinn1996.github.io/CrowdComputing-2/#/task2	kOX4v3		30.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec70bf1acf12dbba164e	0001772c4a--60b4ec70bf1acf12dbba164e	b98b61ce23f918858f83a287823eff2f	APPROVED	2021-05-31T14:02:24.311
https://martinn1996.github.io/CrowdComputing-2/#/task2	tcFCd3	no. thank you	30.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec72bd1df172d9f3fc78	0001772c4a--60b4ec72bd1df172d9f3fc78	358d73e1f86caa5748bcb597980c8311	APPROVED	2021-05-31T14:02:26.237
https://martinn1996.github.io/CrowdComputing-2/#/task2	8yXfY3		2.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec7323049e14b39368ff	0001772c4a--60b4ec7323049e14b39368ff	44bd44d9bfa40c40a78e5e9dc53a0682	APPROVED	2021-05-31T14:02:27.175
https://martinn1996.github.io/CrowdComputing-2/#/task2	uTSsp0		60.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec79bd1df172d9f3fdcb	0001772c4a--60b4ec79bd1df172d9f3fdcb	5931fb87e44df65f3b80974fc24ca916	APPROVED	2021-05-31T14:02:33.676
https://martinn1996.github.io/CrowdComputing-2/#/task2	1diu33	What was the purpose? Did they take any of my personal data?	60.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec79d9c2bb3a909027da	0001772c4a--60b4ec79d9c2bb3a909027da	9e422b16adde1034e4f27da0b580f736	APPROVED	2021-05-31T14:02:33.386
https://martinn1996.github.io/CrowdComputing-2/#/task2	XXmmZ3	XXmmZ3	45.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec7b5b1dca780f482ed9	0001772c4a--60b4ec7b5b1dca780f482ed9	3277da70aedbe7b6ead3b3df425b02fc	APPROVED	2021-05-31T14:02:35.901
https://martinn1996.github.io/CrowdComputing-2/#/task2	KThQ93		2.0	3.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec7cbf1acf12dbba170f	0001772c4a--60b4ec7cbf1acf12dbba170f	e625c757320dd5143bfb7e0459da98f7	APPROVED	2021-05-31T14:02:36.469
https://martinn1996.github.io/CrowdComputing-2/#/task2	7fxoq3	Good survey	20.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec7d5dd8c2787aec5fba	0001772c4a--60b4ec7d5dd8c2787aec5fba	0b8644cf562d452030baa350c8313f02	APPROVED	2021-05-31T14:02:37.973
https://martinn1996.github.io/CrowdComputing-2/#/task2	GnC4M3		60.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec838233b3359fe3c302	0001772c4a--60b4ec838233b3359fe3c302	d8d7309813c23088e4a5133efabfa40d	APPROVED	2021-05-31T14:02:43.184
https://martinn1996.github.io/CrowdComputing-2/#/task2	PMCnV3		30.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec83de6ab042006ed010	0001772c4a--60b4ec83de6ab042006ed010	7cefa97114f2e9253a824a961251f014	APPROVED	2021-05-31T14:02:43.815
https://martinn1996.github.io/CrowdComputing-2/#/task2	CYExZ3		10.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec892d5a6f4eb6401449	0001772c4a--60b4ec892d5a6f4eb6401449	c74d5d8de7389480118bc237513da58c	APPROVED	2021-05-31T14:02:49.444
https://martinn1996.github.io/CrowdComputing-2/#/task2	qmyHy3		70.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec895479ec2431c946da	0001772c4a--60b4ec895479ec2431c946da	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-05-31T14:02:49.208
https://martinn1996.github.io/CrowdComputing-2/#/task2	Ku1Uz3		5.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ec8af04be91239b130a7	0001772c4a--60b4ec8af04be91239b130a7	65e141e0e9269834814f714da165558e	APPROVED	2021-05-31T14:02:50.954
https://martinn1996.github.io/CrowdComputing-2/#/task2	XuHo63		10.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4edb28233b3359fe3d78a	0001772c4a--60b4edb28233b3359fe3d78a	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	2021-05-31T14:07:46.602
https://martinn1996.github.io/CrowdComputing-2/#/task2	PQfQR3		60.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4edbe6066422f110b5407	0001772c4a--60b4edbe6066422f110b5407	c2e514cf5e2ce68086928f86a8f46956	APPROVED	2021-05-31T14:07:58.100
https://martinn1996.github.io/CrowdComputing-2/#/task2	IRcdl3		5.0	    4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4edc3328bf82e49e51be2	0001772c4a--60b4edc3328bf82e49e51be2	cf40d7138563782721c9da797a8100cc	APPROVED	2021-05-31T14:08:03.439
https://martinn1996.github.io/CrowdComputing-2/#/task2	6tilM3		30.0	4.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4edc6069f3522f7407df7	0001772c4a--60b4edc6069f3522f7407df7	a5142f3e65e89f0d294e14c5bd09ac2f	APPROVED	2021-05-31T14:08:06.104
https://martinn1996.github.io/CrowdComputing-2/#/task2	0YdEU3		4.0	5.0							https://toloka.yandex.ru/task/24587338/0001772c4a--60b4ededbd1df172d9f41543	0001772c4a--60b4ededbd1df172d9f41543	055d497ee67040b108e94f56779c922e	APPROVED	2021-05-31T14:08:45.212
