https://martinn1996.github.io/CrowdComputing-2/#/task2	vl9LQ3		10.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	wP57c3		180.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	ivye93	Toloka the best online earning app	30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	4LWxF3		60.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	nWOym3		4.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	oepQM3		111.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	kLL4X3		20.0	1.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	LIBPV3		20.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	KUZne3		10.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	wO3Jm3		15.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	HMMKU3		50.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	PBMZU3		25.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	mLOBs3		5.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	RJ9AF3		10.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	30S6L3		60.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	eF9jP3		2.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	TeuRi3		60.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	kOX4v3		30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	tcFCd3	no. thank you	30.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	8yXfY3		2.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	uTSsp0		60.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	1diu33	What was the purpose? Did they take any of my personal data?	60.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	XXmmZ3	XXmmZ3	45.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	KThQ93		2.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	7fxoq3	Good survey	20.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	GnC4M3		60.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	PMCnV3		30.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	CYExZ3		10.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	qmyHy3		70.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	Ku1Uz3		5.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	XuHo63		10.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	PQfQR3		60.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	IRcdl3		5.0	    4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	6tilM3		30.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task2	0YdEU3		4.0	5.0
