https://martinn1996.github.io/CrowdComputing-2/#/task1	rIZ633	No	20.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	dJVeL3		15.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	A8qwB3		70.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	M7LYx3		20.0	1.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	IOT383	no, thanks	1.15	1.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	4w0JF3		20.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	Gq4mn3		10.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	fXLPx0		2.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	ozCxz3		3.0	1.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	gDYhx0		20.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	LIBPV3		20.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	KgAJJ0		30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	eRAuh2		40.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	71Pmg0		30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	O3L8c0	5	20.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	tZt5c0		40.0	2.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	dWgQn0		30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	QRypA3		100.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	IgtC53		46.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	YIamM3		50.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	R707U0	нет	10.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	Up97Z3		40.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	UO9ls3		1.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	MF1hI0		6.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	h8R563		60.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	fid5A1		5.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	Lw3f50		5.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	huEnU3		2.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	B1BoC3		50.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	JRbkD3		3.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	XLxbR0		55.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	0MXUP1		15.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	DzcsW3	All good	35.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	WOUhU3		30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task1	yHZtG3		70.0	1.0
