https://martinn1996.github.io/CrowdComputing-2/#/task5	Ife9i0	No	25.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	JVw2M0		70.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	kdLel0		300.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	dc7xz0	thx	50.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	vg3NP0	No	23.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	uRo7e0		10.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	RMvNH0		30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	Q3rYE0		60.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	edxxt0	no	30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	9Fhaq0		43.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	PHO0R0		78.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	KnGiP0	The best online earning app	30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	tE8E60		40.0	2.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	9NBKN0		25.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	zAwL10	Great Work	5.0	1.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	7x5Bx0		44.0	2.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	bWEfS0		15.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	DEQ3E0		30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	8K1Lr0		70.0	2.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	OMlaS0		60.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	MFg6n0		40.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	6rpZl0	thanks for the original and interesting task	40.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	b9A180		55.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	Qc4Tg0	т	5.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	4631r0	no thanks	1.1	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	ВКФсЗ0		8.0	2.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	skN410		25.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	2DdAp0		8.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	pVZib0		40.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	EznSR0		90.0	3.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	qI4Rz0		10.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	I3mt80		30.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	GK3ts0		10.0	4.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	hMWGG0	Very nice	40.0	5.0
https://martinn1996.github.io/CrowdComputing-2/#/task5	BHZZe0		1.0	5.0
